DATE,TYPE,UR,PA,AL,FI,SB,GR,RI,TR,TO,OR,VI,RV,NV,DG,WS,RV_W,area_id
1929,C,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,1416,7
1930,D,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,1416,7
1931,C,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,1416,7
1932,D,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,1416,7
1933,C,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,1416,7
1934,C,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,1416,7
1935,BN,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,1416,7
1936,BN,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,1416,7
1937,BN,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,1416,7
1938,W,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,1416,7
1939,D,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,1416,7
1940,AN,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,1416,7
1941,W,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,1416,7
1942,W,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,1416,7
1943,W,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,1416,7
1944,D,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,1416,7
1945,BN,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,1416,7
1946,BN,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,1416,7
1947,D,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,1416,7
1948,BN,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,1416,7
1949,D,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,1416,7
1950,BN,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,1416,7
1951,AN,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,1416,7
1952,W,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,1416,7
1953,W,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,1416,7
1954,AN,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,1416,7
1955,D,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,1416,7
1956,W,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,1416,7
1957,AN,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,1416,7
1958,W,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,1416,7
1959,BN,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,1416,7
1960,D,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,1416,7
1961,D,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,1416,7
1962,BN,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,1416,7
1963,W,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,1416,7
1964,D,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,1416,7
1965,W,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,1416,7
1966,BN,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,1416,7
1967,W,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,1416,7
1968,BN,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,1416,7
1969,W,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,1416,7
1970,W,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,1416,7
1971,W,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,1416,7
1972,BN,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,1416,7
1973,AN,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,1416,7
1974,W,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,1416,7
1975,W,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,1416,7
1976,C,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,1416,7
1977,C,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,1416,7
1978,AN,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,1416,7
1979,BN,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,1416,7
1980,AN,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,1416,7
1981,D,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,1416,7
1982,W,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,1416,7
1983,W,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,1416,7
1984,W,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,1416,7
1985,D,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,1416,7
1986,W,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,1416,7
1987,D,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,1416,7
1988,C,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,1416,7
1989,D,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,1416,7
1990,C,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,1416,7
1991,C,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,1416,7
1992,C,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,1416,7
1993,AN,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,1416,7
1994,C,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,1416,7
1995,W,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,1416,7
1996,W,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,1416,7
1997,W,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,1416,7
1998,W,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,1416,7
1999,W,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,1416,7
2000,AN,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,1416,7
2001,D,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,1416,7
2002,D,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,1416,7
2003,AN,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,1416,7
2004,BN,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,1416,7
2005,AN,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,1416,7
2006,W,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,1416,7
2007,D,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,1416,7
2008,C,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,1416,7
2009,D,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,1416,7
2010,BN,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,1416,7
2011,W,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,1416,7
2012,BN,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,1416,7
2013,D,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,1416,7
2014,C,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,1416,7
2015,C,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,1416,7
2016,BN,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,1416,7
2017,W,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,1416,7
2018,BN,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,1416,7
2019,W,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,1416,7
2020,AN,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,1416,7
2021,C,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,1416,7
2022,BN,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,1416,7
2023,BN,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,1416,7
2024,W,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,1416,7
1922,AN,1,0,0,0,0,0,0,0,0,0,0,518,202,0,0,0,8
1923,BN,1,0,0,0,0,0,0,0,0,0,0,518,202,0,0,0,8
1924,C,1,0,0,0,0,0,0,0,0,0,0,518,202,0,0,0,8
1925,D,1,0,0,0,0,0,0,0,0,0,0,518,202,0,0,0,8
1926,D,1,0,0,0,0,0,0,0,0,0,0,518,202,0,0,0,8
1927,W,1,0,0,0,0,0,0,0,0,0,0,518,202,0,0,0,8
1928,AN,1,0,0,0,0,0,0,0,0,0,0,518,202,0,0,0,8
1929,C,1,0,0,0,0,0,0,0,0,0,0,518,202,0,0,0,8
1930,D,1,0,0,0,0,0,0,0,0,0,0,518,202,0,0,0,8
1931,C,1,0,0,0,0,0,0,0,0,0,0,518,202,0,0,0,8
1932,D,1,0,0,0,0,0,0,0,0,0,0,518,202,0,0,0,8
1933,C,1,0,0,0,0,0,0,0,0,0,0,518,202,0,0,0,8
1934,C,1,0,0,0,0,0,0,0,0,0,0,518,202,0,0,0,8
1935,BN,1,0,0,0,0,0,0,0,0,0,0,518,202,0,0,0,8
1936,BN,1,0,0,0,0,0,0,0,0,0,0,518,202,0,0,0,8
1937,BN,1,0,0,0,0,0,0,0,0,0,0,518,202,0,0,0,8
1938,W,1,0,0,0,0,0,0,0,0,0,0,518,202,0,0,0,8
1939,D,1,0,0,0,0,0,0,0,0,0,0,518,202,0,0,0,8
1940,AN,1,0,0,0,0,0,0,0,0,0,0,518,202,0,0,0,8
1941,W,1,0,0,0,0,0,0,0,0,0,0,518,202,0,0,0,8
1942,W,1,0,0,0,0,0,0,0,0,0,0,518,202,0,0,0,8
1943,W,1,0,0,0,0,0,0,0,0,0,0,518,202,0,0,0,8
1944,D,1,0,0,0,0,0,0,0,0,0,0,518,202,0,0,0,8
1945,BN,1,0,0,0,0,0,0,0,0,0,0,518,202,0,0,0,8
1946,BN,1,0,0,0,0,0,0,0,0,0,0,518,202,0,0,0,8
1947,D,1,0,0,0,0,0,0,0,0,0,0,518,202,0,0,0,8
1948,BN,1,0,0,0,0,0,0,0,0,0,0,518,202,0,0,0,8
1949,D,1,0,0,0,0,0,0,0,0,0,0,518,202,0,0,0,8
1950,BN,1,0,0,0,0,0,0,0,0,0,0,518,202,0,0,0,8
1951,AN,1,0,0,0,0,0,0,0,0,0,0,518,202,0,0,0,8
1952,W,1,0,0,0,0,0,0,0,0,0,0,518,202,0,0,0,8
1953,W,1,0,0,0,0,0,0,0,0,0,0,518,202,0,0,0,8
1954,AN,1,0,0,0,0,0,0,0,0,0,0,518,202,0,0,0,8
1955,D,1,0,0,0,0,0,0,0,0,0,0,518,202,0,0,0,8
1956,W,1,0,0,0,0,0,0,0,0,0,0,518,202,0,0,0,8
1957,AN,1,0,0,0,0,0,0,0,0,0,0,518,202,0,0,0,8
1958,W,1,0,0,0,0,0,0,0,0,0,0,518,202,0,0,0,8
1959,BN,1,0,0,0,0,0,0,0,0,0,0,518,202,0,0,0,8
1960,D,1,0,0,0,0,0,0,0,0,0,0,518,202,0,0,0,8
1961,D,1,0,0,0,0,0,0,0,0,0,0,518,202,0,0,0,8
1962,BN,1,0,0,0,0,0,0,0,0,0,0,518,202,0,0,0,8
1963,W,1,0,0,0,0,0,0,0,0,0,0,518,202,0,0,0,8
1964,D,1,0,0,0,0,0,0,0,0,0,0,518,202,0,0,0,8
1965,W,1,0,0,0,0,0,0,0,0,0,0,518,202,0,0,0,8
1966,BN,1,0,0,0,0,0,0,0,0,0,0,518,202,0,0,0,8
1967,W,1,0,0,0,0,0,0,0,0,0,0,518,202,0,0,0,8
1968,BN,1,0,0,0,0,0,0,0,0,0,0,518,202,0,0,0,8
1969,W,1,0,0,0,0,0,0,0,0,0,0,518,202,0,0,0,8
1970,W,1,0,0,0,0,0,0,0,0,0,0,518,202,0,0,0,8
1971,W,1,0,0,0,0,0,0,0,0,0,0,518,202,0,0,0,8
1972,BN,1,0,0,0,0,0,0,0,0,0,0,518,202,0,0,0,8
1973,AN,1,0,0,0,0,0,0,0,0,0,0,518,202,0,0,0,8
1974,W,1,0,0,0,0,0,0,0,0,0,0,518,202,0,0,0,8
1975,W,1,0,0,0,0,0,0,0,0,0,0,518,202,0,0,0,8
1976,C,1,0,0,0,0,0,0,0,0,0,0,518,202,0,0,0,8
1977,C,1,0,0,0,0,0,0,0,0,0,0,518,202,0,0,0,8
1978,AN,1,0,0,0,0,0,0,0,0,0,0,518,202,0,0,0,8
1979,BN,1,0,0,0,0,0,0,0,0,0,0,518,202,0,0,0,8
1980,AN,1,0,0,0,0,0,0,0,0,0,0,518,202,0,0,0,8
1981,D,1,0,0,0,0,0,0,0,0,0,0,518,202,0,0,0,8
1982,W,1,0,0,0,0,0,0,0,0,0,0,518,202,0,0,0,8
1983,W,1,0,0,0,0,0,0,0,0,0,0,518,202,0,0,0,8
1984,W,1,0,0,0,0,0,0,0,0,0,0,518,202,0,0,0,8
1985,D,1,0,0,0,0,0,0,0,0,0,0,518,202,0,0,0,8
1986,W,1,0,0,0,0,0,0,0,0,0,0,518,202,0,0,0,8
1987,D,1,0,0,0,0,0,0,0,0,0,0,518,202,0,0,0,8
1988,C,1,0,0,0,0,0,0,0,0,0,0,518,202,0,0,0,8
1989,D,1,0,0,0,0,0,0,0,0,0,0,518,202,0,0,0,8
1990,C,1,0,0,0,0,0,0,0,0,0,0,518,202,0,0,0,8
1991,C,1,0,0,0,0,0,0,0,0,0,0,518,202,0,0,0,8
1992,C,1,0,0,0,0,0,0,0,0,0,0,518,202,0,0,0,8
1993,AN,1,0,0,0,0,0,0,0,0,0,0,518,202,0,0,0,8
1994,C,1,0,0,0,0,0,0,0,0,0,0,518,202,0,0,0,8
1995,W,1,0,0,0,0,0,0,0,0,0,0,518,202,0,0,0,8
1996,W,1,0,0,0,0,0,0,0,0,0,0,518,202,0,0,0,8
1997,W,1,0,0,0,0,0,0,0,0,0,0,518,202,0,0,0,8
1998,W,1,0,0,0,0,0,0,0,0,0,0,518,202,0,0,0,8
1999,W,1,0,0,0,0,0,0,0,0,0,0,518,202,0,0,0,8
2000,AN,1,0,0,0,0,0,0,0,0,0,0,518,202,0,0,0,8
2001,D,1,0,0,0,0,0,0,0,0,0,0,518,202,0,0,0,8
2002,D,1,0,0,0,0,0,0,0,0,0,0,518,202,0,0,0,8
2003,AN,1,0,0,0,0,0,0,0,0,0,0,518,202,0,0,0,8
2004,BN,1,0,0,0,0,0,0,0,0,0,0,518,202,0,0,0,8
2005,AN,1,0,0,0,0,0,0,0,0,0,0,518,202,0,0,0,8
2006,W,1,0,0,0,0,0,0,0,0,0,0,518,202,0,0,0,8
2007,D,1,0,0,0,0,0,0,0,0,0,0,518,202,0,0,0,8
2008,C,1,0,0,0,0,0,0,0,0,0,0,518,202,0,0,0,8
2009,D,1,0,0,0,0,0,0,0,0,0,0,518,202,0,0,0,8
2010,BN,1,0,0,0,0,0,0,0,0,0,0,518,202,0,0,0,8
2011,W,1,0,0,0,0,0,0,0,0,0,0,518,202,0,0,0,8
2012,BN,1,0,0,0,0,0,0,0,0,0,0,518,202,0,0,0,8
2013,D,1,0,0,0,0,0,0,0,0,0,0,518,202,0,0,0,8
2014,C,1,0,0,0,0,0,0,0,0,0,0,518,202,0,0,0,8
2015,C,1,0,0,0,0,0,0,0,0,0,0,518,202,0,0,0,8
2016,BN,1,0,0,0,0,0,0,0,0,0,0,518,202,0,0,0,8
2017,W,1,0,0,0,0,0,0,0,0,0,0,518,202,0,0,0,8
2018,BN,1,0,0,0,0,0,0,0,0,0,0,518,202,0,0,0,8
2019,W,1,0,0,0,0,0,0,0,0,0,0,518,202,0,0,0,8
2020,AN,1,0,0,0,0,0,0,0,0,0,0,518,202,0,0,0,8
2021,C,1,0,0,0,0,0,0,0,0,0,0,518,202,0,0,0,8
2022,BN,1,0,0,0,0,0,0,0,0,0,0,518,202,0,0,0,8
2023,BN,1,0,0,0,0,0,0,0,0,0,0,518,202,0,0,0,8
2024,W,1,0,0,0,0,0,0,0,0,0,0,518,202,0,0,0,8
1922,AN,160,60,0,0,0,0,0,0,0,0,0,95,184,0,0,2113,9
1923,BN,160,60,0,0,0,0,0,0,0,0,0,95,184,0,0,2113,9
1924,C,160,60,0,0,0,0,0,0,0,0,0,95,184,0,0,2113,9
1925,D,160,60,0,0,0,0,0,0,0,0,0,95,184,0,0,2113,9
1926,D,160,60,0,0,0,0,0,0,0,0,0,95,184,0,0,2113,9
1927,W,160,60,0,0,0,0,0,0,0,0,0,95,184,0,0,2113,9
1928,AN,160,60,0,0,0,0,0,0,0,0,0,95,184,0,0,2113,9
1929,C,160,60,0,0,0,0,0,0,0,0,0,95,184,0,0,2113,9
1930,D,160,60,0,0,0,0,0,0,0,0,0,95,184,0,0,2113,9
1931,C,160,60,0,0,0,0,0,0,0,0,0,95,184,0,0,2113,9
1932,D,160,60,0,0,0,0,0,0,0,0,0,95,184,0,0,2113,9
1933,C,160,60,0,0,0,0,0,0,0,0,0,95,184,0,0,2113,9
1934,C,160,60,0,0,0,0,0,0,0,0,0,95,184,0,0,2113,9
1935,BN,160,60,0,0,0,0,0,0,0,0,0,95,184,0,0,2113,9
1936,BN,160,60,0,0,0,0,0,0,0,0,0,95,184,0,0,2113,9
1937,BN,160,60,0,0,0,0,0,0,0,0,0,95,184,0,0,2113,9
1938,W,160,60,0,0,0,0,0,0,0,0,0,95,184,0,0,2113,9
1939,D,160,60,0,0,0,0,0,0,0,0,0,95,184,0,0,2113,9
1940,AN,160,60,0,0,0,0,0,0,0,0,0,95,184,0,0,2113,9
1941,W,160,60,0,0,0,0,0,0,0,0,0,95,184,0,0,2113,9
1942,W,160,60,0,0,0,0,0,0,0,0,0,95,184,0,0,2113,9
1943,W,160,60,0,0,0,0,0,0,0,0,0,95,184,0,0,2113,9
1944,D,160,60,0,0,0,0,0,0,0,0,0,95,184,0,0,2113,9
1945,BN,160,60,0,0,0,0,0,0,0,0,0,95,184,0,0,2113,9
1946,BN,160,60,0,0,0,0,0,0,0,0,0,95,184,0,0,2113,9
1947,D,160,60,0,0,0,0,0,0,0,0,0,95,184,0,0,2113,9
1948,BN,160,60,0,0,0,0,0,0,0,0,0,95,184,0,0,2113,9
1949,D,160,60,0,0,0,0,0,0,0,0,0,95,184,0,0,2113,9
1950,BN,160,60,0,0,0,0,0,0,0,0,0,95,184,0,0,2113,9
1951,AN,160,60,0,0,0,0,0,0,0,0,0,95,184,0,0,2113,9
1952,W,160,60,0,0,0,0,0,0,0,0,0,95,184,0,0,2113,9
1953,W,160,60,0,0,0,0,0,0,0,0,0,95,184,0,0,2113,9
1954,AN,160,60,0,0,0,0,0,0,0,0,0,95,184,0,0,2113,9
1955,D,160,60,0,0,0,0,0,0,0,0,0,95,184,0,0,2113,9
1956,W,160,60,0,0,0,0,0,0,0,0,0,95,184,0,0,2113,9
1957,AN,160,60,0,0,0,0,0,0,0,0,0,95,184,0,0,2113,9
1958,W,160,60,0,0,0,0,0,0,0,0,0,95,184,0,0,2113,9
1959,BN,160,60,0,0,0,0,0,0,0,0,0,95,184,0,0,2113,9
1960,D,160,60,0,0,0,0,0,0,0,0,0,95,184,0,0,2113,9
1961,D,160,60,0,0,0,0,0,0,0,0,0,95,184,0,0,2113,9
1962,BN,160,60,0,0,0,0,0,0,0,0,0,95,184,0,0,2113,9
1963,W,160,60,0,0,0,0,0,0,0,0,0,95,184,0,0,2113,9
1964,D,160,60,0,0,0,0,0,0,0,0,0,95,184,0,0,2113,9
1965,W,160,60,0,0,0,0,0,0,0,0,0,95,184,0,0,2113,9
1966,BN,160,60,0,0,0,0,0,0,0,0,0,95,184,0,0,2113,9
1967,W,160,60,0,0,0,0,0,0,0,0,0,95,184,0,0,2113,9
1968,BN,160,60,0,0,0,0,0,0,0,0,0,95,184,0,0,2113,9
1969,W,160,60,0,0,0,0,0,0,0,0,0,95,184,0,0,2113,9
1970,W,160,60,0,0,0,0,0,0,0,0,0,95,184,0,0,2113,9
1971,W,160,60,0,0,0,0,0,0,0,0,0,95,184,0,0,2113,9
1972,BN,160,60,0,0,0,0,0,0,0,0,0,95,184,0,0,2113,9
1973,AN,160,60,0,0,0,0,0,0,0,0,0,95,184,0,0,2113,9
1974,W,160,60,0,0,0,0,0,0,0,0,0,95,184,0,0,2113,9
1975,W,160,60,0,0,0,0,0,0,0,0,0,95,184,0,0,2113,9
1976,C,160,60,0,0,0,0,0,0,0,0,0,95,184,0,0,2113,9
1977,C,160,60,0,0,0,0,0,0,0,0,0,95,184,0,0,2113,9
1978,AN,160,60,0,0,0,0,0,0,0,0,0,95,184,0,0,2113,9
1979,BN,160,60,0,0,0,0,0,0,0,0,0,95,184,0,0,2113,9
1980,AN,160,60,0,0,0,0,0,0,0,0,0,95,184,0,0,2113,9
1981,D,160,60,0,0,0,0,0,0,0,0,0,95,184,0,0,2113,9
1982,W,160,60,0,0,0,0,0,0,0,0,0,95,184,0,0,2113,9
1983,W,160,60,0,0,0,0,0,0,0,0,0,95,184,0,0,2113,9
1984,W,160,60,0,0,0,0,0,0,0,0,0,95,184,0,0,2113,9
1985,D,160,60,0,0,0,0,0,0,0,0,0,95,184,0,0,2113,9
1986,W,160,60,0,0,0,0,0,0,0,0,0,95,184,0,0,2113,9
1987,D,160,60,0,0,0,0,0,0,0,0,0,95,184,0,0,2113,9
1988,C,160,60,0,0,0,0,0,0,0,0,0,95,184,0,0,2113,9
1989,D,160,60,0,0,0,0,0,0,0,0,0,95,184,0,0,2113,9
1990,C,160,60,0,0,0,0,0,0,0,0,0,95,184,0,0,2113,9
1991,C,160,60,0,0,0,0,0,0,0,0,0,95,184,0,0,2113,9
1992,C,160,60,0,0,0,0,0,0,0,0,0,95,184,0,0,2113,9
1993,AN,160,60,0,0,0,0,0,0,0,0,0,95,184,0,0,2113,9
1994,C,160,60,0,0,0,0,0,0,0,0,0,95,184,0,0,2113,9
1995,W,160,60,0,0,0,0,0,0,0,0,0,95,184,0,0,2113,9
1996,W,160,60,0,0,0,0,0,0,0,0,0,95,184,0,0,2113,9
1997,W,160,60,0,0,0,0,0,0,0,0,0,95,184,0,0,2113,9
1998,W,160,60,0,0,0,0,0,0,0,0,0,95,184,0,0,2113,9
1999,W,160,60,0,0,0,0,0,0,0,0,0,95,184,0,0,2113,9
2000,AN,160,60,0,0,0,0,0,0,0,0,0,95,184,0,0,2113,9
2001,D,160,60,0,0,0,0,0,0,0,0,0,95,184,0,0,2113,9
2002,D,160,60,0,0,0,0,0,0,0,0,0,95,184,0,0,2113,9
2003,AN,160,60,0,0,0,0,0,0,0,0,0,95,184,0,0,2113,9
2004,BN,160,60,0,0,0,0,0,0,0,0,0,95,184,0,0,2113,9
2005,AN,160,60,0,0,0,0,0,0,0,0,0,95,184,0,0,2113,9
2006,W,160,60,0,0,0,0,0,0,0,0,0,95,184,0,0,2113,9
2007,D,160,60,0,0,0,0,0,0,0,0,0,95,184,0,0,2113,9
2008,C,160,60,0,0,0,0,0,0,0,0,0,95,184,0,0,2113,9
2009,D,160,60,0,0,0,0,0,0,0,0,0,95,184,0,0,2113,9
2010,BN,160,60,0,0,0,0,0,0,0,0,0,95,184,0,0,2113,9
2011,W,160,60,0,0,0,0,0,0,0,0,0,95,184,0,0,2113,9
2012,BN,160,60,0,0,0,0,0,0,0,0,0,95,184,0,0,2113,9
2013,D,160,60,0,0,0,0,0,0,0,0,0,95,184,0,0,2113,9
2014,C,160,60,0,0,0,0,0,0,0,0,0,95,184,0,0,2113,9
2015,C,160,60,0,0,0,0,0,0,0,0,0,95,184,0,0,2113,9
2016,BN,160,60,0,0,0,0,0,0,0,0,0,95,184,0,0,2113,9
2017,W,160,60,0,0,0,0,0,0,0,0,0,95,184,0,0,2113,9
2018,BN,160,60,0,0,0,0,0,0,0,0,0,95,184,0,0,2113,9
2019,W,160,60,0,0,0,0,0,0,0,0,0,95,184,0,0,2113,9
2020,AN,160,60,0,0,0,0,0,0,0,0,0,95,184,0,0,2113,9
2021,C,160,60,0,0,0,0,0,0,0,0,0,95,184,0,0,2113,9
2022,BN,160,60,0,0,0,0,0,0,0,0,0,95,184,0,0,2113,9
2023,BN,160,60,0,0,0,0,0,0,0,0,0,95,184,0,0,2113,9
2024,W,160,60,0,0,0,0,0,0,0,0,0,95,184,0,0,2113,9
1922,AN,9,148,0,73,0,118,0,0,0,1,0,612,357,0,0,0,10
1923,BN,9,148,0,73,0,118,0,0,0,1,0,612,357,0,0,0,10
1924,C,9,148,0,73,0,118,0,0,0,1,0,612,357,0,0,0,10
1925,D,9,148,0,73,0,118,0,0,0,1,0,612,357,0,0,0,10
1926,D,9,148,0,73,0,118,0,0,0,1,0,612,357,0,0,0,10
1927,W,9,148,0,73,0,118,0,0,0,1,0,612,357,0,0,0,10
1928,AN,9,148,0,73,0,118,0,0,0,1,0,612,357,0,0,0,10
1929,C,9,148,0,73,0,118,0,0,0,1,0,612,357,0,0,0,10
1930,D,9,148,0,73,0,118,0,0,0,1,0,612,357,0,0,0,10
1931,C,9,148,0,73,0,118,0,0,0,1,0,612,357,0,0,0,10
1932,D,9,148,0,73,0,118,0,0,0,1,0,612,357,0,0,0,10
